Class or Package Name, Initialization Kind, Reasons
com.oracle.svm.enterprise.core.posix.graalos.d$a, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.enterprise.core.posix.graalos.d$b, BUILD_TIME, CContext.Directives must be eagerly initialized
com.oracle.svm.enterprise.core.posix.headers.a, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.enterprise.core.sboutlining.concat.SubstrateSBConcatHelper$LengthCoderAndCapacityStruct, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.enterprise.core.sboutlining.concat.SubstrateSBConcatHelper$Target_java_lang_AbstractStringBuilder, BUILD_TIME, substitutions are always initialized
com.oracle.svm.enterprise.core.sboutlining.concat.SubstrateStringConcatHelper$Target_java_lang_Integer, BUILD_TIME, substitutions are always initialized
com.oracle.svm.enterprise.core.sboutlining.concat.SubstrateStringConcatHelper$Target_java_lang_Long, BUILD_TIME, substitutions are always initialized
com.oracle.svm.enterprise.core.sboutlining.concat.SubstrateStringConcatHelper$Target_java_lang_String, BUILD_TIME, substitutions are always initialized
com.oracle.svm.enterprise.core.sboutlining.concat.SubstrateStringConcatHelper$Target_java_lang_StringLatin1, BUILD_TIME, substitutions are always initialized
com.oracle.svm.enterprise.core.sboutlining.concat.SubstrateStringConcatHelper$Target_java_lang_StringUTF16, BUILD_TIME, substitutions are always initialized
com.oracle.svm.enterprise.gc.g1.G1StackWalker$ContinuationStackFrameCollectorData, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.G1VMOperations$G1VMOperationData, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.G1VMOperations$G1VMOperationWrapperData, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$CodeInfos, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$CodeInfosPerThread, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$GCConstants, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$GCInternalState, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$GCRegionBoundaries, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$GCRegionInfo, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$HeapOptions, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$StackFrame, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$StackFrames, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$StackFramesPerThread, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$a, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.SharedGCStructs$b, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.a, BUILD_TIME, CContext.Directives must be eagerly initialized
com.oracle.svm.enterprise.gc.g1.nativelib.b, BUILD_TIME, classes annotated with CContext are always initialized at image build time
com.oracle.svm.enterprise.gc.g1.nativelib.c, BUILD_TIME, CContext.Directives must be eagerly initialized
com.oracle.svm.enterprise.jitprofiling.vtune.Jitprofiling, BUILD_TIME, classes annotated with CConstant are always initialized at image build time and classes annotated with CContext are always initialized at image build time
com.oracle.svm.enterprise.jitprofiling.vtune.Jitprofiling$LineNumberInfo, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.jitprofiling.vtune.Jitprofiling$a, BUILD_TIME, classes annotated with CEnum are always initialized at image build time
com.oracle.svm.enterprise.jitprofiling.vtune.Jitprofiling$iJIT_Method_Inline_Load, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.jitprofiling.vtune.Jitprofiling$iJIT_Method_Load_V2, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
com.oracle.svm.enterprise.jitprofiling.vtune.VTuneDynamicCodeObserver$JITMethodHandle, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.enterprise.jitprofiling.vtune.a, BUILD_TIME, CContext.Directives must be eagerly initialized
com.oracle.svm.graal.Target_org_graalvm_compiler_printer_NoDeadCodeVerifyHandler, BUILD_TIME, substitutions are always initialized
com.oracle.svm.graal.isolated.CodeInstallInfo, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.graal.isolated.ConstantData, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.graal.isolated.ForeignIsolateReferenceAdjusterData, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.oracle.svm.graal.meta.Target_java_lang_Integer_IntegerCache, BUILD_TIME, substitutions are always initialized
com.oracle.svm.hosted.c.BuiltinDirectives, BUILD_TIME, CContext.Directives must be eagerly initialized
com.oracle.svm.hosted.c.DirectivesExtension, BUILD_TIME, super type of com.oracle.svm.hosted.c.BuiltinDirectives
com.oracle.svm.truffle.isolated.IsolatedCompilationResultData, BUILD_TIME, classes annotated with RawStructure are always initialized at image build time
com.sun.crypto.provider, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.crypto.provider.SunJCE$SecureRandomHolder, RERUN, for substitutions
com.sun.java.util.jar.pack, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.jmx.defaults.JmxProperties, BUILD_TIME, JMX support
com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory, BUILD_TIME, from feature com.oracle.svm.core.jdk.management.ManagementFeature.duringSetup with 'com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory'
com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$IdentityMapping, BUILD_TIME, from feature com.oracle.svm.core.jdk.management.ManagementFeature.duringSetup with 'com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$IdentityMapping'
com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings, BUILD_TIME, from feature com.oracle.svm.core.jdk.management.ManagementFeature.duringSetup with 'com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings'
com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$NonNullMXBeanMapping, BUILD_TIME, super type of com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$IdentityMapping
com.sun.jmx.mbeanserver.DescriptorCache, BUILD_TIME, from feature com.oracle.svm.core.jdk.management.ManagementFeature.duringSetup with 'com.sun.jmx.mbeanserver.DescriptorCache'
com.sun.jmx.mbeanserver.Introspector, BUILD_TIME, JMX support
com.sun.jmx.mbeanserver.JavaBeansAccessor, BUILD_TIME, JMX support
com.sun.jmx.mbeanserver.MBeanInstantiator, BUILD_TIME, JMX support
com.sun.jmx.mbeanserver.MBeanIntrospector, BUILD_TIME, super type of com.sun.jmx.mbeanserver.StandardMBeanIntrospector and super type of com.sun.jmx.mbeanserver.MXBeanIntrospector
com.sun.jmx.mbeanserver.MXBeanIntrospector, BUILD_TIME, JMX support
com.sun.jmx.mbeanserver.MXBeanLookup, BUILD_TIME, JMX support
com.sun.jmx.mbeanserver.MXBeanMapping, BUILD_TIME, super type of com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$NonNullMXBeanMapping
com.sun.jmx.mbeanserver.MXBeanMappingFactory, BUILD_TIME, super type of com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory
com.sun.jmx.mbeanserver.StandardMBeanIntrospector, BUILD_TIME, JMX support
com.sun.jmx.remote.internal.ArrayNotificationBuffer, BUILD_TIME, JMX support
com.sun.jmx.remote.internal.ServerCommunicatorAdmin, BUILD_TIME, JMX support
com.sun.jmx.remote.internal.ServerNotifForwarder, BUILD_TIME, JMX support
com.sun.jmx.remote.security.FileLoginModule, RUN_TIME, JMX support
com.sun.jmx.remote.security.HashedPasswordManager, BUILD_TIME, JMX support
com.sun.jmx.remote.security.JMXPluggableAuthenticator, BUILD_TIME, JMX support
com.sun.jmx.remote.security.JMXPluggableAuthenticator$FileLoginConfig, RUN_TIME, JMX support
com.sun.jmx.remote.security.JMXSubjectDomainCombiner, BUILD_TIME, JMX support
com.sun.jmx.remote.util.ClassLogger, BUILD_TIME, from feature com.oracle.svm.core.jdk.management.ManagementFeature.duringSetup with 'com.sun.jmx.remote.util.ClassLogger'
com.sun.jmx.remote.util.EnvHelp, BUILD_TIME, JMX support
com.sun.jndi, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.jndi.dns.DnsClient, RERUN, Contains Random references, therefore can't be included in the image heap.
com.sun.jndi.ldap.ServiceLocator, RERUN, Contains Random references, therefore can't be included in the image heap.
com.sun.management, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.management.internal.OperatingSystemImpl, RERUN, for JDK native code support via JNI
com.sun.naming.internal, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.naming.internal.ResourceManager$AppletParameter, RUN_TIME, Initializes AWT
com.sun.net.ssl, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.nio.file, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.nio.sctp, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.nio.zipfs, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.org.apache, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.org.slf4j.internal, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.security.auth, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.security.cert.internal.x509, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.security.jgss, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.security.ntlm, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.security.sasl, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.xml, BUILD_TIME, Core JDK classes are initialized at build time
double, BUILD_TIME, primitive types are initialized at build time
double[], BUILD_TIME, arrays are initialized at build time
float, BUILD_TIME, primitive types are initialized at build time
float[], BUILD_TIME, arrays are initialized at build time
int, BUILD_TIME, primitive types are initialized at build time
int[], BUILD_TIME, arrays are initialized at build time
java.awt.font.JavaAWTFontAccessImpl, BUILD_TIME, Required for sun.text.bidi.BidiBase.NumericShapings
java.awt.font.NumericShaper, BUILD_TIME, Required for sun.text.bidi.BidiBase.NumericShapings
java.awt.font.TextAttribute, BUILD_TIME, Required for sun.text.bidi.BidiBase.NumericShapings
java.beans.Introspector, BUILD_TIME, JMX support
java.io, BUILD_TIME, Core JDK classes are initialized at build time
java.io.Console, RERUN, for JDK native code support via JNI
java.io.DeleteOnExitHook, RERUN, for JDK native code support via JNI
java.io.File$TempDirectory, RERUN, for JDK native code support via JNI
java.io.FilePermission, RERUN, for JDK native code support via JNI
java.io.FilterOutputStream, BUILD_TIME, super type of java.io.PrintStream
java.io.ObjectInputFilter$Config, RERUN, Field filter have to be initialized at runtime
java.io.OutputStream, BUILD_TIME, super type of java.io.FilterOutputStream
java.io.PrintStream, BUILD_TIME, super type of java.rmi.server.LogStream
java.io.RandomAccessFile, RERUN, for JDK native code support via JNI
java.io.Serializable[], BUILD_TIME, arrays are initialized at build time
java.lang, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ApplicationShutdownHooks, RERUN, for JDK native code support via JNI
java.lang.Boolean[], BUILD_TIME, arrays are initialized at build time
java.lang.Byte[], BUILD_TIME, arrays are initialized at build time
java.lang.CharSequence[], BUILD_TIME, arrays are initialized at build time
java.lang.Character[], BUILD_TIME, arrays are initialized at build time
java.lang.Cloneable[], BUILD_TIME, arrays are initialized at build time
java.lang.Comparable[], BUILD_TIME, arrays are initialized at build time
java.lang.Double[], BUILD_TIME, arrays are initialized at build time
java.lang.Enum, BUILD_TIME, super type of com.oracle.svm.enterprise.jitprofiling.vtune.Jitprofiling$a and super type of com.oracle.svm.core.posix.headers.Signal$DarwinSignalEnum and super type of com.oracle.svm.core.posix.headers.Signal$SignalEnum and super type of com.oracle.svm.core.posix.headers.Time$TimerTypeEnum and super type of com.oracle.svm.core.jni.headers.JNIObjectRefType
java.lang.Exception, BUILD_TIME, super type of org.ietf.jgss.GSSException
java.lang.Float[], BUILD_TIME, arrays are initialized at build time
java.lang.Integer[], BUILD_TIME, arrays are initialized at build time
java.lang.Long[], BUILD_TIME, arrays are initialized at build time
java.lang.Math$RandomNumberGeneratorHolder, RERUN, Contains random seeds
java.lang.Number[], BUILD_TIME, arrays are initialized at build time
java.lang.Object, BUILD_TIME, super type of java.text.AttributedCharacterIterator$Attribute and super type of java.awt.font.NumericShaper and super type of java.awt.font.JavaAWTFontAccessImpl and super type of org.ietf.jgss.Oid and super type of java.lang.Throwable and super type of sun.rmi.transport.GC and super type of jdk.management.jfr.SettingDescriptorInfo and super type of sun.rmi.runtime.Log and super type of java.io.OutputStream and super type of sun.rmi.server.Util and others
java.lang.Object[], BUILD_TIME, arrays are initialized at build time
java.lang.ProcessEnvironment, RERUN, for JDK native code support via JNI
java.lang.ProcessHandleImpl, RERUN, for JDK native code support via JNI
java.lang.ProcessHandleImpl$Info, RERUN, for JDK native code support via JNI
java.lang.ProcessImpl, RERUN, for JDK native code support via JNI
java.lang.Short[], BUILD_TIME, arrays are initialized at build time
java.lang.StrictMath$RandomNumberGeneratorHolder, RERUN, Contains random seeds
java.lang.String[], BUILD_TIME, arrays are initialized at build time
java.lang.System$Logger, BUILD_TIME, super type of com.sun.jmx.remote.util.ClassLogger
java.lang.Terminator, RERUN, for JDK native code support via JNI
java.lang.Throwable, BUILD_TIME, super type of java.lang.Exception
java.lang.constant.Constable[], BUILD_TIME, arrays are initialized at build time
java.lang.constant.ConstantDesc[], BUILD_TIME, arrays are initialized at build time
java.lang.reflect.AnnotatedElement, BUILD_TIME, super type of com.oracle.svm.core.hub.DynamicHub and super type of java.lang.reflect.GenericDeclaration
java.lang.reflect.Type, BUILD_TIME, super type of com.oracle.svm.core.hub.DynamicHub
java.math, BUILD_TIME, Core JDK classes are initialized at build time
java.net, BUILD_TIME, Core JDK classes are initialized at build time
java.net.DatagramPacket, RERUN, for JDK native code support via JNI
java.net.DefaultInterface, RERUN, for JDK native code support via JNI
java.net.InetAddress, RERUN, for JDK native code support via JNI
java.net.NetworkInterface, RERUN, for JDK native code support via JNI
java.nio, BUILD_TIME, Core JDK classes are initialized at build time
java.nio.file.Files$FileTypeDetectors, RERUN, for JDK native code support via JNI
java.nio.file.TempFileHelper, RERUN, for JDK native code support via JNI
java.rmi.MarshalledObject$MarshalledObjectInputStream, RUN_TIME, JMX support
java.rmi.dgc.VMID, RUN_TIME, JMX support
java.rmi.server.LogStream, BUILD_TIME, JMX support
java.rmi.server.ObjID, RUN_TIME, JMX support
java.rmi.server.RMIClassLoader, RUN_TIME, JMX support
java.rmi.server.RemoteObject, BUILD_TIME, super type of java.rmi.server.RemoteObjectInvocationHandler
java.rmi.server.RemoteObjectInvocationHandler, BUILD_TIME, JMX support
java.rmi.server.RemoteServer, RUN_TIME, JMX support
java.rmi.server.UID, RUN_TIME, JMX support
java.rmi.server.UnicastRemoteObject, RUN_TIME, JMX support
java.security, BUILD_TIME, Core JDK classes are initialized at build time
java.security.Provider, BUILD_TIME, super type of org.jcp.xml.dsig.internal.dom.XMLDSigRI
java.security.Provider$Service, BUILD_TIME, super type of org.jcp.xml.dsig.internal.dom.XMLDSigRI$ProviderService
java.text, BUILD_TIME, Core JDK classes are initialized at build time
java.text.AttributedCharacterIterator$Attribute, BUILD_TIME, super type of java.awt.font.TextAttribute
java.time, BUILD_TIME, Core JDK classes are initialized at build time
java.util, BUILD_TIME, Core JDK classes are initialized at build time
java.util.AbstractMap, BUILD_TIME, super type of java.util.WeakHashMap
java.util.Dictionary, BUILD_TIME, super type of java.util.Hashtable
java.util.Hashtable, BUILD_TIME, super type of java.util.Properties
java.util.Map, BUILD_TIME, super type of java.util.Hashtable and super type of java.util.AbstractMap and super type of java.util.WeakHashMap
java.util.Properties, BUILD_TIME, super type of java.security.Provider
java.util.UUID$Holder, RERUN, for substitutions
java.util.WeakHashMap, BUILD_TIME, super type of com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings
java.util.concurrent.ForkJoinWorkerThread$InnocuousForkJoinWorkerThread, RERUN, innocuousThreadGroup must be initialized at run time
java.util.concurrent.SubmissionPublisher, RERUN, Executor service must be recomputed
java.util.concurrent.ThreadLocalRandom$ThreadLocalRandomProxy, RERUN, for JDK native code support via JNI
java.util.prefs.MacOSXPreferences, RERUN, for JDK native code support via JNI
java.util.prefs.MacOSXPreferencesFile, RERUN, for JDK native code support via JNI
java.util.zip.Adler32, RERUN, for JDK native code support via JNI
java.util.zip.CRC32, RERUN, for JDK native code support via JNI
java.util.zip.Deflater, RERUN, for JDK native code support via JNI
java.util.zip.Inflater, RERUN, for JDK native code support via JNI
javax.annotation.processing, BUILD_TIME, Core JDK classes are initialized at build time
javax.crypto, BUILD_TIME, Core JDK classes are initialized at build time
javax.lang.model, BUILD_TIME, Core JDK classes are initialized at build time
javax.management, BUILD_TIME, Core JDK classes are initialized at build time
javax.naming, BUILD_TIME, Core JDK classes are initialized at build time
javax.net, BUILD_TIME, Core JDK classes are initialized at build time
javax.net.ssl.SSLContext, RERUN, for JDK native code support via JNI
javax.security.auth, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.auth.SubjectDomainCombiner, BUILD_TIME, super type of com.sun.jmx.remote.security.JMXSubjectDomainCombiner
javax.security.cert, BUILD_TIME, Core JDK classes are initialized at build time
javax.security.sasl, BUILD_TIME, Core JDK classes are initialized at build time
javax.tools, BUILD_TIME, Core JDK classes are initialized at build time
javax.xml, BUILD_TIME, Core JDK classes are initialized at build time
jdk.incubator.concurrent, BUILD_TIME, from feature com.oracle.svm.core.thread.JavaThreadsFeature.duringSetup with 'jdk.incubator.concurrent'
jdk.internal, BUILD_TIME, Core JDK classes are initialized at build time
jdk.internal.event.Event, BUILD_TIME, super type of jdk.jfr.Event
jdk.internal.loader.NativeLibraries$LibraryPaths, RERUN, for JDK native code support via JNI
jdk.internal.misc.InnocuousThread, RERUN, Contains a thread group INNOCUOUSTHREADGROUP.
jdk.internal.net.http, RUN_TIME, for reading properties at run time
jdk.internal.net.http.websocket.OpeningHandshake, RERUN, contains a SecureRandom reference
jdk.internal.vm.Continuation, RUN_TIME, from feature com.oracle.svm.core.thread.ContinuationsFeature.afterRegistration with 'jdk.internal.vm.Continuation'
jdk.jfr, BUILD_TIME, Needed for Native Image substitutions
jdk.jfr.Event, BUILD_TIME, super type of com.oracle.svm.core.jfr.events.EveryChunkNativePeriodicEvents and super type of com.oracle.svm.core.jfr.events.EndChunkNativePeriodicEvents
jdk.management.jfr.MBeanUtils, BUILD_TIME, JMX support
jdk.management.jfr.SettingDescriptorInfo, BUILD_TIME, JMX support
jdk.net, BUILD_TIME, Core JDK classes are initialized at build time
jdk.net.ExtendedSocketOptions, RERUN, for JDK native code support via JNI
jdk.net.ExtendedSocketOptions$PlatformSocketOptions, RERUN, for JDK native code support via JNI
jdk.nio, BUILD_TIME, Core JDK classes are initialized at build time
jdk.vm.ci, BUILD_TIME, Native Image classes are always initialized at build time
jdk.xml, BUILD_TIME, Core JDK classes are initialized at build time
long, BUILD_TIME, primitive types are initialized at build time
long[], BUILD_TIME, arrays are initialized at build time
org.graalvm.collections, BUILD_TIME, Native Image classes are always initialized at build time
org.graalvm.compiler, BUILD_TIME, Native Image classes are always initialized at build time
org.graalvm.graphio, BUILD_TIME, Native Image classes are always initialized at build time
org.graalvm.home, BUILD_TIME, Native Image classes are always initialized at build time
org.graalvm.jniutils, BUILD_TIME, Native Image classes are always initialized at build time
org.graalvm.jniutils.JNI$JNIEnv, BUILD_TIME, classes annotated with CStruct are always initialized at image build time and classes annotated with CContext are always initialized at image build time
org.graalvm.jniutils.JNI$JNIEnvPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
org.graalvm.jniutils.JNI$JNIHeaderDirectives, BUILD_TIME, CContext.Directives must be eagerly initialized
org.graalvm.jniutils.JNI$JNIInvokeInterface, BUILD_TIME, classes annotated with CStruct are always initialized at image build time and classes annotated with CContext are always initialized at image build time
org.graalvm.jniutils.JNI$JNINativeInterface, BUILD_TIME, classes annotated with CStruct are always initialized at image build time and classes annotated with CContext are always initialized at image build time
org.graalvm.jniutils.JNI$JValue, BUILD_TIME, classes annotated with CStruct are always initialized at image build time and classes annotated with CContext are always initialized at image build time
org.graalvm.jniutils.JNI$JavaVM, BUILD_TIME, classes annotated with CStruct are always initialized at image build time and classes annotated with CContext are always initialized at image build time
org.graalvm.jniutils.JNI$JavaVMAttachArgs, BUILD_TIME, classes annotated with CStruct are always initialized at image build time and classes annotated with CContext are always initialized at image build time
org.graalvm.jniutils.JNI$JavaVMPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
org.graalvm.nativebridge, BUILD_TIME, Native Image classes are always initialized at build time
org.graalvm.nativeimage, BUILD_TIME, Native Image classes are always initialized at build time
org.graalvm.nativeimage.Isolate, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
org.graalvm.nativeimage.IsolateThread, BUILD_TIME, classes annotated with CStruct are always initialized at image build time
org.graalvm.nativeimage.c.CContext$Directives, BUILD_TIME, super type of com.oracle.svm.enterprise.core.posix.graalos.d$b and super type of com.oracle.svm.enterprise.jitprofiling.vtune.a and super type of com.oracle.svm.core.posix.headers.PosixDirectives and super type of com.oracle.svm.core.jni.headers.JNIHeaderDirectives and super type of com.oracle.svm.hosted.c.DirectivesExtension and super type of com.oracle.svm.enterprise.core.LibJITDebug$a and super type of com.oracle.svm.enterprise.gc.g1.nativelib.c and super type of org.graalvm.jniutils.JNI$JNIHeaderDirectives and super type of com.oracle.svm.enterprise.gc.g1.nativelib.a and super type of com.oracle.svm.core.riscv64.RISCV64LibCHelperDirectives and others
org.graalvm.nativeimage.c.function.CFunctionPointer[], BUILD_TIME, arrays are initialized at build time
org.graalvm.nativeimage.c.function.CodePointer[], BUILD_TIME, arrays are initialized at build time
org.graalvm.nativeimage.c.function.RelocatedPointer[], BUILD_TIME, arrays are initialized at build time
org.graalvm.nativeimage.c.type.CCharPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
org.graalvm.nativeimage.c.type.CCharPointerPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
org.graalvm.nativeimage.c.type.CDoublePointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
org.graalvm.nativeimage.c.type.CFloatPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
org.graalvm.nativeimage.c.type.CIntPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
org.graalvm.nativeimage.c.type.CIntPointerPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
org.graalvm.nativeimage.c.type.CLongPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
org.graalvm.nativeimage.c.type.CShortPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
org.graalvm.nativeimage.c.type.VoidPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
org.graalvm.nativeimage.c.type.WordPointer, BUILD_TIME, classes annotated with CPointerTo are always initialized at image build time
org.graalvm.options, BUILD_TIME, Native Image classes are always initialized at build time
org.graalvm.polyglot, BUILD_TIME, Native Image classes are always initialized at build time
org.graalvm.util, BUILD_TIME, Native Image classes are always initialized at build time
org.graalvm.word, BUILD_TIME, Native Image classes are always initialized at build time
org.graalvm.word.ComparableWord[], BUILD_TIME, arrays are initialized at build time
org.graalvm.word.Pointer, BUILD_TIME, super type of com.oracle.svm.core.posix.headers.Pwd$passwdPointer
org.graalvm.word.PointerBase[], BUILD_TIME, arrays are initialized at build time
org.graalvm.word.WordBase[], BUILD_TIME, arrays are initialized at build time
org.ietf.jgss.GSSException, BUILD_TIME, Core JDK classes are initialized at build time
org.ietf.jgss.GSSName, BUILD_TIME, Core JDK classes are initialized at build time
org.ietf.jgss.Oid, BUILD_TIME, Core JDK classes are initialized at build time
org.jcp.xml.dsig.internal.dom.XMLDSigRI, BUILD_TIME, Required for TrustStoreManager
org.jcp.xml.dsig.internal.dom.XMLDSigRI$ProviderService, BUILD_TIME, Required for TrustStoreManager
short, BUILD_TIME, primitive types are initialized at build time
short[], BUILD_TIME, arrays are initialized at build time
sun.invoke, BUILD_TIME, Core JDK classes are initialized at build time
sun.launcher, BUILD_TIME, Core JDK classes are initialized at build time
sun.management, BUILD_TIME, Core JDK classes are initialized at build time
sun.misc, BUILD_TIME, Core JDK classes are initialized at build time
sun.net, BUILD_TIME, Core JDK classes are initialized at build time
sun.net.PortConfig, RERUN, Calls PortConfig.getLower0() and PortConfig.getUpper0()
sun.net.ext.ExtendedSocketOptions, RERUN, for JDK native code support via JNI
sun.net.httpserver.simpleserver.SimpleFileServerImpl, RUN_TIME, Allocates InetAddress in class initializer
sun.net.www.protocol.http.DigestAuthentication$Parameters, RERUN, Contains Random references, therefore can't be included in the image heap.
sun.net.www.protocol.jar.JarFileFactory, RERUN, for JDK native code support via JNI
sun.net.www.protocol.jar.JarURLConnection, RERUN, for JDK native code support via JNI
sun.nio, BUILD_TIME, Core JDK classes are initialized at build time
sun.nio.ch.DatagramChannelImpl, RERUN, for JDK native code support via JNI
sun.nio.ch.DevPollArrayWrapper, RERUN, Calls IOUtil.fdLimit()
sun.nio.ch.EPoll, RERUN, Calls EPoll.eventSize(), EPoll.eventsOffset() and EPoll.dataOffset()
sun.nio.ch.EPollSelectorImpl, RERUN, Calls IOUtil.fdLimit()
sun.nio.ch.EventPortSelectorImpl, RERUN, Calls IOUtil.fdLimit()
sun.nio.ch.FileChannelImpl, RERUN, for JDK native code support via JNI
sun.nio.ch.FileChannelImpl$Unmapper, RERUN, for JDK native code support via JNI
sun.nio.ch.FileDispatcherImpl, RERUN, for JDK native code support via JNI
sun.nio.ch.FileKey, RERUN, for JDK native code support via JNI
sun.nio.ch.IOUtil, RERUN, for JDK native code support via JNI
sun.nio.ch.NativeThread, RERUN, for JDK native code support via JNI
sun.nio.ch.Net, RERUN, for JDK native code support via JNI
sun.nio.ch.Poller, RERUN, Contains an InnocuousThread.
sun.nio.ch.ServerSocketChannelImpl, RERUN, for JDK native code support via JNI
sun.nio.ch.SimpleAsynchronousFileChannelImpl, RERUN, for JDK native code support via JNI
sun.nio.ch.SimpleAsynchronousFileChannelImpl$DefaultExecutorHolder, RERUN, for JDK native code support via JNI
sun.nio.ch.SinkChannelImpl, RERUN, for JDK native code support via JNI
sun.nio.ch.SocketOptionRegistry$LazyInitialization, RERUN, for JDK native code support via JNI
sun.nio.ch.SourceChannelImpl, RERUN, for JDK native code support via JNI
sun.nio.ch.UnixAsynchronousServerSocketChannelImpl, RERUN, for JDK native code support via JNI
sun.nio.ch.UnixDomainSockets, RERUN, for JDK native code support via JNI
sun.nio.fs.LinuxWatchService$Poller, RERUN, LinuxWatchService.eventSize() and LinuxWatchService.eventOffsets()
sun.nio.fs.UnixNativeDispatcher, RERUN, for JDK native code support via JNI
sun.reflect, BUILD_TIME, Core JDK classes are initialized at build time
